iter	Passed	Remaining
1850	1139	1937
1851	1139	1937
1852	1140	1937
1853	1141	1937
1854	1142	1936
1855	1142	1935
1856	1143	1934
1857	1143	1934
1858	1144	1933
1859	1144	1932
1860	1145	1932
1861	1145	1931
1862	1146	1930
1863	1147	1929
1864	1147	1929
1865	1148	1928
1866	1148	1927
1867	1148	1926
1868	1149	1925
1869	1149	1924
1870	1150	1923
1871	1150	1922
1872	1151	1922
1873	1151	1921
1874	1152	1920
1875	1152	1919
1876	1153	1918
1877	1153	1917
1878	1154	1917
1879	1154	1916
1880	1155	1915
1881	1156	1915
1882	1156	1914
1883	1157	1913
1884	1157	1912
1885	1157	1911
1886	1158	1911
1887	1158	1910
1888	1159	1909
1889	1159	1908
1890	1160	1907
1891	1160	1906
1892	1161	1905
1893	1161	1904
1894	1161	1903
1895	1162	1902
1896	1162	1901
1897	1163	1901
1898	1163	1900
1899	1164	1899
1900	1164	1898
1901	1165	1897
1902	1165	1897
1903	1166	1896
1904	1166	1895
1905	1167	1894
1906	1167	1893
1907	1167	1892
1908	1168	1891
1909	1168	1890
1910	1169	1889
1911	1169	1888
1912	1170	1888
1913	1170	1887
1914	1170	1886
1915	1171	1885
1916	1171	1884
1917	1172	1883
1918	1172	1882
1919	1173	1881
1920	1173	1880
1921	1173	1880
1922	1174	1879
1923	1174	1878
1924	1175	1877
1925	1175	1876
1926	1175	1875
1927	1176	1874
1928	1176	1873
1929	1177	1872
1930	1177	1871
1931	1178	1870
1932	1178	1869
1933	1178	1869
1934	1179	1868
1935	1179	1867
1936	1180	1866
1937	1180	1865
1938	1181	1865
1939	1182	1864
1940	1182	1863
1941	1182	1862
1942	1183	1861
1943	1183	1860
1944	1184	1860
1945	1185	1860
1946	1185	1859
1947	1186	1858
1948	1186	1857
1949	1187	1857
1950	1187	1856
1951	1188	1855
1952	1188	1854
1953	1189	1853
1954	1189	1852
1955	1189	1851
1956	1190	1850
1957	1190	1849
1958	1191	1849
1959	1191	1848
1960	1191	1847
1961	1192	1846
1962	1192	1845
1963	1193	1844
1964	1193	1843
1965	1194	1842
1966	1194	1842
1967	1195	1841
1968	1195	1840
1969	1196	1840
1970	1196	1839
1971	1197	1838
1972	1197	1837
1973	1198	1836
1974	1198	1835
1975	1199	1835
1976	1199	1834
1977	1199	1833
1978	1200	1832
1979	1201	1832
1980	1201	1831
1981	1201	1830
1982	1202	1829
1983	1202	1828
1984	1203	1827
1985	1203	1826
1986	1204	1826
1987	1204	1825
1988	1205	1824
1989	1205	1823
1990	1205	1822
1991	1206	1821
1992	1206	1820
1993	1207	1819
1994	1207	1818
1995	1207	1817
1996	1208	1817
1997	1208	1816
1998	1209	1815
1999	1209	1814
2000	1210	1813
2001	1210	1812
2002	1211	1812
2003	1211	1811
2004	1212	1810
2005	1212	1810
2006	1213	1809
2007	1213	1808
2008	1214	1808
2009	1216	1809
2010	1216	1808
2011	1217	1807
2012	1217	1807
2013	1218	1806
2014	1218	1805
2015	1220	1806
2016	1221	1806
2017	1221	1805
2018	1222	1804
2019	1222	1803
2020	1223	1802
2021	1223	1802
2022	1223	1801
2023	1224	1800
2024	1224	1799
2025	1225	1798
2026	1225	1797
2027	1226	1796
2028	1226	1796
2029	1227	1795
2030	1227	1795
2031	1228	1794
2032	1228	1793
2033	1229	1792
2034	1229	1791
2035	1230	1790
2036	1230	1790
2037	1231	1789
2038	1231	1788
2039	1232	1787
2040	1232	1786
2041	1232	1785
2042	1233	1785
2043	1233	1784
2044	1234	1783
2045	1234	1782
2046	1235	1781
2047	1235	1780
2048	1236	1780
2049	1236	1779
2050	1237	1778
2051	1237	1777
2052	1237	1777
2053	1238	1776
2054	1238	1775
2055	1239	1774
2056	1239	1773
2057	1240	1772
2058	1240	1771
2059	1240	1770
2060	1241	1770
2061	1241	1769
2062	1242	1769
2063	1243	1768
2064	1243	1767
2065	1244	1766
2066	1244	1765
2067	1244	1765
2068	1245	1764
2069	1245	1763
2070	1246	1762
2071	1246	1761
2072	1247	1761
2073	1247	1760
2074	1248	1759
2075	1248	1758
2076	1249	1757
2077	1249	1757
2078	1249	1756
2079	1250	1755
2080	1250	1754
2081	1251	1753
2082	1251	1752
2083	1252	1752
2084	1252	1751
2085	1253	1750
2086	1253	1749
2087	1253	1748
2088	1254	1747
2089	1254	1746
2090	1255	1746
2091	1255	1745
2092	1255	1744
2093	1256	1743
2094	1256	1742
2095	1257	1742
2096	1257	1741
2097	1258	1740
2098	1258	1739
2099	1259	1739
2100	1259	1738
2101	1260	1737
2102	1260	1736
2103	1261	1735
2104	1261	1735
2105	1261	1734
2106	1262	1733
2107	1262	1732
2108	1263	1731
2109	1263	1730
2110	1264	1729
2111	1264	1729
2112	1265	1728
2113	1265	1727
2114	1265	1726
2115	1266	1725
2116	1266	1725
2117	1267	1724
2118	1267	1723
2119	1267	1722
2120	1268	1721
2121	1268	1720
2122	1269	1720
2123	1269	1719
2124	1270	1718
2125	1270	1717
2126	1270	1716
2127	1271	1715
2128	1271	1714
2129	1272	1714
2130	1272	1713
2131	1273	1712
2132	1273	1712
2133	1275	1712
2134	1275	1712
2135	1276	1711
2136	1277	1710
2137	1277	1710
2138	1278	1709
2139	1278	1709
2140	1279	1709
2141	1280	1708
2142	1281	1707
2143	1281	1707
2144	1282	1706
2145	1282	1706
2146	1284	1706
2147	1285	1706
2148	1285	1706
2149	1287	1706
2150	1288	1706
2151	1289	1706
2152	1289	1705
2153	1290	1705
2154	1294	1708
2155	1294	1707
2156	1295	1706
2157	1295	1706
2158	1295	1705
2159	1296	1704
2160	1296	1703
2161	1297	1702
2162	1297	1701
2163	1297	1701
2164	1298	1700
2165	1298	1699
2166	1299	1698
2167	1299	1697
2168	1300	1696
2169	1300	1696
2170	1300	1695
2171	1301	1694
2172	1301	1693
2173	1302	1692
2174	1302	1691
2175	1303	1691
2176	1303	1690
2177	1303	1689
2178	1304	1688
2179	1304	1687
2180	1305	1686
2181	1305	1686
2182	1306	1685
2183	1306	1685
2184	1307	1684
2185	1308	1684
2186	1308	1683
2187	1309	1682
2188	1309	1682
2189	1310	1681
2190	1311	1681
2191	1311	1680
2192	1312	1679
2193	1312	1678
2194	1313	1678
2195	1313	1677
2196	1314	1676
2197	1314	1675
2198	1315	1675
2199	1315	1674
2200	1315	1673
2201	1316	1673
2202	1317	1672
2203	1317	1671
2204	1318	1671
2205	1319	1670
2206	1319	1669
2207	1319	1669
2208	1320	1668
2209	1320	1667
2210	1321	1666
2211	1322	1666
2212	1323	1666
2213	1324	1666
2214	1324	1665
2215	1324	1664
2216	1325	1663
2217	1325	1663
2218	1326	1662
2219	1326	1661
2220	1327	1660
2221	1327	1659
2222	1328	1659
2223	1328	1658
2224	1328	1657
2225	1329	1656
2226	1329	1655
2227	1330	1654
2228	1330	1654
2229	1330	1653
2230	1331	1652
2231	1331	1651
2232	1332	1650
2233	1332	1650
2234	1333	1649
2235	1333	1648
2236	1334	1647
2237	1334	1646
2238	1334	1646
2239	1335	1645
2240	1335	1644
2241	1336	1643
2242	1337	1643
2243	1337	1643
2244	1338	1642
2245	1339	1642
2246	1339	1641
2247	1340	1640
2248	1340	1639
2249	1340	1638
2250	1341	1638
2251	1341	1637
2252	1342	1636
2253	1342	1635
2254	1343	1635
2255	1343	1634
2256	1343	1633
2257	1344	1632
2258	1344	1631
2259	1345	1631
2260	1345	1630
2261	1346	1629
2262	1346	1628
2263	1347	1627
2264	1347	1627
2265	1347	1626
2266	1348	1625
2267	1348	1624
2268	1349	1623
2269	1349	1623
2270	1350	1622
2271	1350	1621
2272	1350	1620
2273	1351	1619
2274	1352	1619
2275	1353	1619
2276	1353	1619
2277	1354	1618
2278	1354	1617
2279	1355	1616
2280	1355	1616
2281	1356	1615
2282	1356	1614
2283	1357	1613
2284	1357	1613
2285	1358	1612
2286	1358	1611
2287	1358	1610
2288	1359	1610
2289	1359	1609
2290	1360	1608
2291	1360	1607
2292	1361	1606
2293	1361	1606
2294	1361	1605
2295	1362	1604
2296	1362	1603
2297	1363	1602
2298	1363	1602
2299	1364	1601
2300	1364	1600
2301	1364	1599
2302	1365	1599
2303	1365	1598
2304	1366	1597
2305	1368	1598
2306	1368	1597
2307	1369	1597
2308	1370	1596
2309	1370	1596
2310	1371	1595
2311	1371	1595
2312	1372	1594
2313	1373	1594
2314	1374	1593
2315	1374	1593
2316	1375	1592
2317	1376	1592
2318	1376	1591
2319	1377	1591
2320	1378	1590
2321	1379	1590
2322	1380	1590
2323	1380	1589
2324	1381	1589
2325	1384	1591
2326	1384	1590
2327	1385	1590
2328	1386	1589
2329	1387	1589
2330	1387	1589
2331	1388	1588
2332	1389	1588
2333	1390	1588
2334	1391	1587
2335	1391	1587
2336	1392	1586
2337	1393	1586
2338	1393	1585
2339	1394	1585
2340	1396	1586
2341	1397	1586
2342	1400	1588
2343	1401	1588
2344	1402	1587
2345	1402	1587
2346	1403	1586
2347	1404	1586
2348	1405	1585
2349	1405	1585
2350	1406	1584
2351	1407	1584
2352	1408	1584
2353	1408	1583
2354	1409	1583
2355	1410	1582
2356	1410	1582
2357	1411	1581
2358	1412	1581
2359	1412	1580
2360	1413	1580
2361	1414	1579
2362	1415	1579
2363	1415	1578
2364	1416	1578
2365	1417	1577
2366	1417	1576
2367	1418	1576
2368	1419	1576
2369	1420	1575
2370	1420	1575
2371	1421	1574
2372	1422	1574
2373	1423	1574
2374	1423	1573
2375	1424	1573
2376	1425	1572
2377	1426	1572
2378	1428	1574
2379	1430	1575
2380	1431	1575
2381	1433	1575
2382	1437	1578
2383	1437	1577
2384	1438	1577
2385	1439	1576
2386	1440	1576
2387	1441	1576
2388	1441	1575
2389	1442	1575
2390	1442	1574
2391	1443	1573
2392	1444	1573
2393	1444	1572
2394	1447	1574
2395	1448	1573
2396	1448	1573
2397	1449	1572
2398	1450	1572
2399	1451	1572
2400	1451	1571
2401	1452	1571
2402	1452	1570
2403	1453	1569
2404	1453	1568
2405	1454	1567
2406	1454	1567
2407	1455	1566
2408	1455	1565
2409	1455	1564
2410	1456	1563
2411	1456	1563
2412	1457	1562
2413	1457	1561
2414	1458	1560
2415	1458	1559
2416	1458	1559
2417	1459	1558
2418	1459	1557
2419	1460	1556
2420	1460	1556
2421	1461	1555
2422	1461	1554
2423	1462	1553
2424	1462	1553
2425	1463	1552
2426	1463	1551
2427	1464	1551
2428	1464	1550
2429	1465	1549
2430	1465	1549
2431	1466	1548
2432	1466	1547
2433	1467	1546
2434	1467	1545
2435	1468	1545
2436	1468	1544
2437	1469	1543
2438	1469	1543
2439	1470	1542
2440	1470	1541
2441	1470	1540
2442	1471	1540
2443	1472	1539
2444	1472	1539
2445	1473	1538
2446	1473	1537
2447	1474	1537
2448	1474	1536
2449	1475	1535
2450	1475	1534
2451	1476	1534
2452	1476	1533
2453	1477	1532
2454	1477	1531
2455	1478	1531
2456	1478	1530
2457	1478	1529
2458	1479	1528
2459	1479	1527
2460	1480	1527
2461	1480	1526
2462	1481	1525
2463	1481	1524
2464	1482	1524
2465	1482	1523
2466	1482	1522
2467	1483	1521
2468	1483	1520
2469	1484	1521
2470	1485	1520
2471	1486	1519
2472	1486	1519
2473	1487	1518
2474	1487	1517
2475	1488	1517
2476	1488	1516
2477	1489	1515
2478	1489	1514
2479	1490	1514
2480	1490	1513
2481	1491	1512
2482	1491	1511
2483	1491	1511
2484	1492	1510
2485	1492	1509
2486	1493	1508
2487	1493	1508
2488	1494	1507
2489	1494	1506
2490	1494	1505
2491	1495	1504
2492	1495	1504
2493	1496	1503
2494	1496	1502
2495	1497	1501
2496	1497	1501
2497	1497	1500
2498	1498	1499
2499	1498	1498
2500	1499	1497
2501	1499	1497
2502	1500	1496
2503	1500	1495
2504	1500	1494
2505	1501	1494
2506	1501	1493
2507	1502	1492
2508	1502	1491
2509	1502	1491
2510	1503	1490
2511	1504	1489
2512	1504	1489
2513	1505	1489
2514	1506	1488
2515	1507	1488
2516	1508	1487
2517	1508	1487
2518	1509	1486
2519	1509	1485
2520	1510	1485
2521	1511	1484
2522	1511	1484
2523	1512	1483
2524	1513	1483
2525	1513	1482
2526	1514	1482
2527	1515	1481
2528	1515	1481
2529	1516	1480
2530	1517	1479
2531	1517	1479
2532	1518	1479
2533	1519	1478
2534	1519	1477
2535	1520	1477
2536	1520	1476
2537	1521	1475
2538	1522	1475
2539	1523	1475
2540	1523	1474
2541	1523	1473
2542	1524	1472
2543	1524	1472
2544	1525	1471
2545	1525	1470
2546	1526	1469
2547	1526	1469
2548	1526	1468
2549	1527	1467
2550	1527	1466
2551	1528	1465
2552	1528	1465
2553	1529	1464
2554	1529	1463
2555	1529	1462
2556	1530	1462
2557	1530	1461
2558	1531	1460
2559	1531	1459
2560	1532	1459
2561	1532	1458
2562	1533	1457
2563	1533	1456
2564	1533	1456
2565	1534	1455
2566	1534	1454
2567	1535	1453
2568	1535	1453
2569	1536	1452
2570	1536	1451
2571	1537	1450
2572	1537	1450
2573	1538	1449
2574	1538	1449
2575	1539	1448
2576	1539	1447
2577	1540	1447
2578	1541	1446
2579	1541	1445
2580	1541	1445
2581	1542	1444
2582	1542	1443
2583	1543	1442
2584	1543	1442
2585	1543	1441
2586	1544	1440
2587	1544	1439
2588	1545	1439
2589	1545	1438
2590	1546	1437
2591	1546	1436
2592	1546	1436
2593	1547	1435
2594	1548	1434
2595	1549	1434
2596	1549	1434
2597	1550	1433
2598	1551	1432
2599	1551	1432
2600	1552	1431
2601	1552	1430
2602	1553	1430
2603	1553	1429
2604	1553	1428
2605	1554	1427
2606	1554	1427
2607	1555	1426
2608	1555	1425
2609	1556	1424
2610	1556	1424
2611	1556	1423
2612	1557	1422
2613	1557	1422
2614	1558	1421
2615	1558	1420
2616	1559	1419
2617	1559	1418
2618	1559	1418
2619	1560	1417
2620	1560	1416
2621	1561	1415
2622	1561	1415
2623	1562	1414
2624	1562	1413
2625	1562	1412
2626	1563	1412
2627	1563	1411
2628	1564	1410
2629	1564	1410
2630	1565	1409
2631	1565	1408
2632	1566	1407
2633	1566	1407
2634	1566	1406
2635	1567	1405
2636	1567	1404
2637	1568	1404
2638	1568	1403
2639	1569	1402
2640	1569	1402
2641	1570	1401
2642	1570	1400
2643	1570	1399
2644	1571	1399
2645	1571	1398
2646	1572	1397
2647	1572	1396
2648	1573	1396
2649	1573	1395
2650	1573	1394
2651	1574	1393
2652	1574	1393
2653	1575	1392
2654	1575	1391
2655	1576	1390
2656	1576	1390
2657	1576	1389
2658	1577	1388
2659	1577	1388
2660	1578	1387
2661	1578	1386
2662	1579	1385
2663	1579	1385
2664	1580	1384
2665	1580	1383
2666	1580	1382
2667	1581	1382
2668	1581	1381
2669	1582	1380
2670	1582	1380
2671	1583	1379
2672	1583	1378
2673	1583	1377
2674	1584	1377
2675	1584	1376
2676	1585	1375
2677	1585	1374
2678	1586	1374
2679	1586	1373
2680	1587	1372
2681	1587	1372
2682	1587	1371
2683	1588	1370
2684	1588	1369
2685	1589	1369
2686	1589	1368
2687	1590	1367
2688	1590	1366
2689	1590	1366
2690	1591	1365
2691	1591	1364
2692	1592	1363
2693	1592	1363
2694	1593	1362
2695	1593	1361
2696	1594	1361
2697	1594	1360
2698	1595	1359
2699	1595	1359
2700	1595	1358
2701	1596	1357
2702	1596	1356
2703	1597	1356
2704	1597	1355
2705	1598	1354
2706	1598	1354
2707	1598	1353
2708	1599	1352
2709	1599	1351
2710	1600	1351
2711	1600	1350
2712	1601	1349
2713	1601	1348
2714	1601	1348
2715	1602	1347
2716	1602	1346
2717	1603	1345
2718	1603	1345
2719	1604	1344
2720	1604	1343
2721	1604	1343
2722	1605	1342
2723	1605	1341
2724	1606	1340
2725	1606	1340
2726	1606	1339
2727	1607	1338
2728	1607	1337
2729	1608	1337
2730	1608	1336
2731	1609	1335
2732	1609	1335
2733	1610	1334
2734	1610	1333
2735	1611	1333
2736	1611	1332
2737	1612	1331
2738	1612	1331
2739	1613	1330
2740	1613	1329
2741	1613	1329
2742	1614	1328
2743	1614	1327
2744	1615	1326
2745	1615	1326
2746	1616	1325
2747	1616	1324
2748	1617	1324
2749	1617	1323
2750	1617	1322
2751	1618	1321
2752	1618	1321
2753	1619	1320
2754	1619	1319
2755	1620	1319
2756	1620	1318
2757	1621	1317
2758	1621	1317
2759	1621	1316
2760	1622	1315
2761	1622	1314
2762	1623	1314
2763	1623	1313
2764	1624	1312
2765	1624	1312
2766	1625	1311
2767	1625	1310
2768	1626	1310
2769	1626	1309
2770	1626	1308
2771	1627	1308
2772	1627	1307
2773	1628	1306
2774	1628	1305
2775	1629	1305
2776	1629	1304
2777	1629	1303
2778	1630	1302
2779	1630	1302
2780	1631	1301
2781	1631	1300
2782	1632	1300
2783	1632	1299
2784	1632	1298
2785	1633	1297
2786	1633	1297
2787	1634	1296
2788	1634	1295
2789	1635	1295
2790	1635	1294
2791	1636	1294
2792	1637	1294
2793	1638	1293
2794	1638	1292
2795	1639	1292
2796	1640	1291
2797	1640	1291
2798	1642	1291
2799	1643	1291
2800	1645	1291
2801	1647	1292
2802	1648	1292
2803	1649	1291
2804	1649	1290
2805	1650	1290
2806	1650	1289
2807	1651	1289
2808	1651	1288
2809	1652	1287
2810	1653	1287
2811	1654	1287
2812	1654	1286
2813	1655	1285
2814	1655	1284
2815	1655	1284
2816	1656	1283
2817	1656	1282
2818	1657	1282
2819	1657	1281
2820	1658	1280
2821	1658	1279
2822	1659	1279
2823	1659	1278
2824	1660	1278
2825	1660	1277
2826	1661	1277
2827	1662	1277
2828	1663	1276
2829	1663	1275
2830	1664	1275
2831	1664	1274
2832	1665	1273
2833	1665	1273
2834	1666	1272
2835	1666	1271
2836	1667	1270
2837	1667	1270
2838	1667	1269
2839	1668	1268
2840	1668	1268
2841	1669	1267
2842	1670	1267
2843	1670	1266
2844	1671	1265
2845	1671	1265
2846	1672	1264
2847	1672	1263
2848	1673	1263
2849	1673	1262
2850	1673	1261
2851	1674	1261
2852	1674	1260
2853	1675	1259
2854	1675	1259
2855	1676	1258
2856	1676	1257
2857	1677	1256
2858	1677	1256
2859	1677	1255
2860	1678	1254
2861	1678	1254
2862	1679	1253
2863	1679	1252
2864	1680	1251
2865	1680	1251
2866	1680	1250
2867	1681	1249
2868	1681	1249
2869	1682	1248
2870	1682	1247
2871	1683	1247
2872	1683	1246
2873	1683	1245
2874	1684	1244
2875	1684	1244
2876	1685	1243
2877	1685	1242
2878	1686	1242
2879	1686	1241
2880	1686	1240
2881	1687	1240
2882	1687	1239
2883	1688	1238
2884	1688	1237
2885	1689	1237
2886	1689	1236
2887	1689	1235
2888	1690	1235
2889	1690	1234
2890	1691	1233
2891	1691	1233
2892	1692	1232
2893	1692	1231
2894	1692	1230
2895	1693	1230
2896	1693	1229
2897	1694	1228
2898	1695	1228
2899	1696	1228
2900	1696	1227
2901	1697	1226
2902	1697	1226
2903	1698	1225
2904	1698	1225
2905	1699	1224
2906	1699	1223
2907	1700	1223
2908	1701	1222
2909	1701	1222
2910	1702	1221
2911	1702	1220
2912	1702	1220
2913	1703	1219
2914	1703	1218
2915	1704	1217
2916	1704	1217
2917	1705	1216
2918	1705	1215
2919	1705	1215
2920	1706	1214
2921	1706	1213
2922	1707	1213
2923	1707	1212
2924	1708	1211
2925	1708	1211
2926	1708	1210
2927	1709	1209
2928	1709	1208
2929	1710	1208
2930	1710	1207
2931	1711	1206
2932	1711	1206
2933	1711	1205
2934	1712	1204
2935	1712	1204
2936	1713	1203
2937	1713	1202
2938	1714	1202
2939	1714	1201
2940	1714	1200
2941	1715	1199
2942	1715	1199
2943	1716	1198
2944	1716	1197
2945	1717	1197
2946	1717	1196
2947	1717	1195
2948	1718	1195
2949	1718	1194
2950	1719	1193
2951	1719	1193
2952	1720	1192
2953	1720	1191
2954	1721	1191
2955	1721	1190
2956	1721	1189
2957	1722	1189
2958	1722	1188
2959	1723	1187
2960	1723	1186
2961	1724	1186
2962	1724	1185
2963	1724	1184
2964	1725	1184
2965	1725	1183
2966	1726	1182
2967	1726	1182
2968	1727	1181
2969	1727	1180
2970	1727	1180
2971	1728	1179
2972	1728	1178
2973	1729	1178
2974	1729	1177
2975	1730	1176
2976	1730	1175
2977	1730	1175
2978	1731	1174
2979	1731	1173
2980	1732	1173
2981	1732	1172
2982	1733	1171
2983	1733	1171
2984	1734	1170
2985	1734	1169
2986	1734	1169
2987	1735	1168
2988	1736	1168
2989	1736	1167
2990	1738	1167
2991	1738	1166
2992	1739	1166
2993	1739	1165
2994	1740	1165
2995	1741	1164
2996	1741	1164
2997	1742	1163
2998	1743	1163
2999	1743	1162
3000	1744	1161
3001	1795	1195
3002	1796	1194
3003	1797	1194
3004	1797	1193
3005	1798	1193
3006	1799	1192
3007	1799	1191
3008	1801	1191
3009	1803	1192
3010	1803	1191
3011	1804	1190
3012	1805	1190
3013	1805	1189
3014	1806	1189
3015	1806	1188
3016	1807	1188
3017	1808	1187
3018	1808	1186
3019	1809	1186
3020	1810	1185
3021	1810	1185
3022	1811	1184
3023	1812	1184
3024	1812	1183
3025	1813	1183
3026	1814	1182
3027	1815	1182
3028	1815	1181
3029	1817	1181
3030	1818	1181
3031	1818	1180
3032	1819	1180
3033	1820	1179
3034	1820	1178
3035	1821	1178
3036	1821	1177
3037	1822	1176
3038	1822	1176
3039	1823	1175
3040	1823	1174
3041	1824	1174
3042	1825	1173
3043	1825	1173
3044	1826	1172
3045	1827	1172
3046	1828	1171
3047	1828	1171
3048	1829	1170
3049	1829	1169
3050	1830	1169
3051	1831	1168
3052	1831	1168
3053	1832	1167
3054	1832	1166
3055	1833	1166
3056	1833	1165
3057	1834	1165
3058	1835	1164
3059	1836	1164
3060	1836	1163
3061	1838	1163
3062	1840	1163
3063	1841	1163
3064	1842	1162
3065	1842	1162
3066	1843	1161
3067	1843	1160
3068	1844	1160
3069	1844	1159
3070	1845	1158
3071	1845	1158
3072	1846	1158
3073	1848	1157
3074	1848	1157
3075	1849	1156
3076	1850	1156
3077	1850	1155
3078	1851	1155
3079	1851	1154
3080	1852	1153
3081	1852	1152
3082	1852	1152
3083	1853	1151
3084	1854	1150
3085	1855	1150
3086	1856	1150
3087	1857	1150
3088	1858	1149
3089	1859	1149
3090	1860	1148
3091	1860	1148
3092	1863	1148
3093	1863	1148
3094	1865	1148
3095	1866	1147
3096	1866	1147
3097	1867	1146
3098	1867	1145
3099	1868	1145
3100	1869	1144
3101	1869	1143
3102	1870	1143
3103	1870	1142
3104	1871	1142
3105	1871	1141
3106	1872	1140
3107	1872	1140
3108	1873	1139
3109	1873	1138
3110	1874	1138
3111	1874	1137
3112	1875	1136
3113	1876	1136
3114	1876	1135
3115	1877	1135
3116	1878	1134
3117	1879	1134
3118	1881	1134
3119	1882	1134
3120	1883	1134
3121	1884	1133
3122	1884	1132
3123	1885	1132
3124	1885	1131
3125	1886	1130
3126	1886	1129
3127	1886	1129
3128	1887	1128
3129	1887	1127
3130	1888	1127
3131	1888	1126
3132	1888	1125
3133	1889	1124
3134	1889	1124
3135	1890	1123
3136	1890	1122
3137	1890	1122
3138	1891	1121
3139	1891	1120
3140	1892	1119
3141	1892	1119
3142	1893	1118
3143	1893	1117
3144	1893	1117
3145	1894	1116
3146	1894	1115
3147	1895	1114
3148	1895	1114
3149	1895	1113
3150	1896	1112
3151	1896	1112
3152	1897	1111
3153	1897	1110
3154	1898	1110
3155	1898	1109
3156	1899	1108
3157	1899	1107
3158	1899	1107
3159	1900	1106
3160	1900	1105
3161	1901	1105
3162	1901	1104
3163	1902	1103
3164	1902	1103
3165	1902	1102
3166	1903	1101
3167	1903	1100
3168	1904	1100
3169	1904	1099
3170	1905	1098
3171	1905	1098
3172	1905	1097
3173	1906	1096
3174	1906	1096
3175	1907	1095
3176	1907	1094
3177	1908	1093
3178	1908	1093
3179	1908	1092
3180	1909	1091
3181	1909	1091
3182	1910	1090
3183	1910	1089
3184	1911	1089
3185	1911	1088
3186	1911	1087
3187	1912	1086
3188	1912	1086
3189	1913	1085
3190	1913	1084
3191	1914	1084
3192	1914	1083
3193	1914	1082
3194	1915	1082
3195	1915	1081
3196	1916	1080
3197	1916	1079
3198	1917	1079
3199	1917	1078
3200	1917	1077
3201	1918	1077
3202	1918	1076
3203	1919	1075
3204	1919	1075
3205	1920	1074
3206	1920	1073
3207	1920	1073
3208	1921	1072
3209	1921	1071
3210	1922	1070
3211	1922	1070
3212	1922	1069
3213	1923	1068
3214	1923	1068
3215	1924	1067
3216	1924	1066
3217	1924	1065
3218	1925	1065
3219	1925	1064
3220	1926	1063
3221	1926	1063
3222	1927	1062
3223	1927	1061
3224	1927	1061
3225	1928	1060
3226	1928	1059
3227	1929	1058
3228	1929	1058
3229	1930	1057
3230	1930	1056
3231	1930	1056
3232	1931	1055
3233	1931	1054
3234	1932	1054
3235	1932	1053
3236	1933	1053
3237	1933	1052
3238	1934	1051
3239	1935	1051
3240	1935	1050
3241	1936	1049
3242	1936	1049
3243	1936	1048
3244	1937	1047
3245	1937	1047
3246	1938	1046
3247	1938	1045
3248	1939	1045
3249	1939	1044
3250	1939	1043
3251	1940	1042
3252	1940	1042
3253	1941	1041
3254	1941	1040
3255	1941	1040
3256	1942	1039
3257	1942	1038
3258	1943	1038
3259	1943	1037
3260	1943	1036
3261	1944	1035
3262	1944	1035
3263	1945	1034
3264	1945	1033
3265	1946	1033
3266	1946	1032
3267	1946	1031
3268	1947	1031
3269	1947	1030
3270	1948	1029
3271	1948	1029
3272	1948	1028
3273	1949	1027
3274	1949	1027
3275	1950	1026
3276	1950	1025
3277	1951	1024
3278	1951	1024
3279	1951	1023
3280	1952	1022
3281	1952	1022
3282	1953	1021
3283	1953	1020
3284	1954	1020
3285	1954	1019
3286	1955	1018
3287	1955	1018
3288	1955	1017
3289	1956	1016
3290	1956	1016
3291	1957	1015
3292	1957	1014
3293	1958	1014
3294	1958	1013
3295	1958	1012
3296	1959	1012
3297	1959	1011
3298	1960	1010
3299	1960	1010
3300	1961	1009
3301	1961	1008
3302	1961	1007
3303	1962	1007
3304	1962	1006
3305	1963	1005
3306	1963	1005
3307	1963	1004
3308	1964	1003
3309	1964	1003
3310	1965	1002
3311	1965	1001
3312	1966	1001
3313	1966	1000
3314	1966	999
3315	1967	999
3316	1967	998
3317	1968	997
3318	1968	997
3319	1969	996
3320	1969	995
3321	1970	995
3322	1970	994
3323	1970	993
3324	1971	993
3325	1971	992
3326	1972	991
3327	1972	991
3328	1973	990
3329	1973	989
3330	1974	989
3331	1974	988
3332	1974	987
3333	1975	987
3334	1975	986
3335	1976	985
3336	1976	985
3337	1977	984
3338	1977	983
3339	1977	983
3340	1978	982
3341	1978	981
3342	1979	981
3343	1979	980
3344	1980	979
3345	1980	979
3346	1981	978
3347	1981	977
3348	1982	977
3349	1982	976
3350	1983	975
3351	1983	975
3352	1984	974
3353	1984	974
3354	1985	973
3355	1985	972
3356	1986	972
3357	1986	971
3358	1986	970
3359	1987	970
3360	1987	969
3361	1988	968
3362	1988	968
3363	1989	967
3364	1989	966
3365	1990	966
3366	1990	965
3367	1990	964
3368	1991	964
3369	1991	963
3370	1992	962
3371	1992	962
3372	1993	961
3373	1993	960
3374	1993	960
3375	1994	959
3376	1994	958
3377	1995	958
3378	1995	957
3379	1996	956
3380	1996	956
3381	1996	955
3382	1997	954
3383	1997	954
3384	1998	953
3385	1998	952
3386	1999	951
3387	1999	951
3388	1999	950
3389	2000	950
3390	2000	949
3391	2001	948
3392	2001	948
3393	2002	947
3394	2002	946
3395	2002	946
3396	2003	945
3397	2003	944
3398	2004	944
3399	2004	943
3400	2005	942
3401	2005	942
3402	2006	941
3403	2006	940
3404	2007	940
3405	2007	939
3406	2007	938
3407	2008	938
3408	2008	937
3409	2009	936
3410	2009	936
3411	2010	935
3412	2010	934
3413	2010	934
3414	2011	933
